Title,Author,Book_Ref,Class_Code,Imprint,Publisher_Group,Rank,Volume,RRP,ASP,Binding,Pub_Date
Blood Count,Goddard; Robert,10308,CE003F,Knine Books,Transformation Group,3043,8120,7.99,5.2,Paperback,15/09/2011
Blood Count,Goddard; Robert,11501,CE003F,Poultry Press,Transformation Group,2691,8911,14.99,10.24,Hardback,31/03/2011
Blood Harvest,Bolton; S J,10480,CE003F,Knine Books,Transformation Group,179,27910,6.99,4.27,Paperback,28/04/2011
Blood Oath,Farnsworth; Christopher,11957,CE003F,Sinclair Paperback,Sinclair Books,3793,6822,6.99,4.66,Paperback,26/05/2011
Blood Ransom,McKenzie; Sophie,11423,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,2507,9398,6.99,5.98,Paperback,01/10/2010
Blood Ties,Rozan; S J,11829,CE003F,Edmunds Press,Fletchers Green Group,3473,7345,6.99,4.05,Paperback,14/04/2011
Blood Ties,McKenzie; Sophie,12063,YT014F,Gary & Balding Childrens Books,Gary & Balding Group,4054,6452,6.99,6.14,Paperback,07/07/2008
Bloodboar the Buried Doom Beast Quest,Blade; Adam,10882,CN001F,Mistletow Books,Sinclair Books,1142,15691,4.99,3.72,Paperback,03/03/2011
Bloodline,La Plante; Lynda,10553,CE003F,Gary & Balding Ltd,Gary & Balding Group,361,24801,18.99,8.62,Hardback,23/06/2011
Bloodline,La Plante; Lynda,11982,CE003F,Gary & Balding Ltd,Gary & Balding Group,3858,6739,12.99,10.49,Paperback,10/11/2011
Bloodlines Bloodlines,Mead; Richelle,11871,YT014F,Peacote Books,Emu Group,3569,7157,6.99,5.61,Paperback,25/08/2011
Bloodlust Vampire Diaries Stefan's Diaries,Smith; L J,10610,YT014F,Sinclair Childrens Books,Sinclair Books,509,22456,5.99,4.15,Paperback,06/01/2011
Bloodstream,Gerritsen; Tess,10208,CE003F,Brooklyn,Collin Turner Group,322,25324,7.99,4.22,Paperback,21/07/2011
Bloody Chamber and Other Stories; The,Carter; Angela,10809,SY011F,Antique Classics,Fletchers Green Group,965,17316,7.99,5.88,Paperback,03/01/1998
Bloody Valentine,Patterson; James,10556,CE003F,Quiver Books,Fletchers Green Group,367,24701,1.99,1.87,Paperback,17/02/2011
Blue Heaven,Box; C J,11691,CE003F,Corus,Gove Pacific Group,3134,7947,7.99,5.23,Paperback,01/01/2011
Blue Monday,French; Nicci,11521,CE003F,Frank Jepson,Emu Group,2744,8806,12.99,8.81,Hardback,23/06/2011
Blueeyedboy,Harris; Joanne,10116,GL002F,Read Duck,Transformation Group,258,23616,7.99,5.01,Paperback,31/03/2011
Body of Evidence,Cornwell; Patricia,11022,CE003F,Ellipses,Large Red Book Company,1459,13352,7.99,2.02,Paperback,13/01/2011
Book of Human Skin; The,Lovric; Michelle,10538,GL002F,Boe Publishing PLC,Boe Bells Group,324,25293,7.99,5.53,Paperback,20/06/2011
Book of Tomorrow; The,Ahern; Cecelia,10468,GL002F,Brooklyn,Collin Turner Group,151,28477,7.99,5.32,Paperback,02/09/2010
Book Thief; The,Zusak; Markus,10381,GL002F,Read Duck,Transformation Group,2142,10445,7.99,6.01,Paperback,08/09/2007
Boris's Big Bogey,Bright; Paul,12197,PS008F,Large Tiger Press,Large Tiger P Group,4366,6068,5.99,5.19,Paperback,04/07/2011
Born Bad,Cox; Josephine,12225,GL002F,Brooklyn,Collin Turner Group,4455,5960,6.99,4.83,Paperback,15/10/2009
Born to Run,Morpurgo; Michael,10229,CN001F,Hyperturner Childrens Books,Collin Turner Group,4110,6361,6.99,4.76,Paperback,02/06/2008
Borstal Girl,MacKenney; Eileen,10592,TE018N,Gary & Balding Ltd,Gary & Balding Group,468,22957,6.99,4.41,Paperback,07/07/2011
Bourne Identity; The,Ludlum; Robert,11790,CE003F,Constellation,Shallot Group,3370,7482,7.99,6.52,Paperback,04/02/2010
Boy in the Dress; The,Walliams; David,10348,CN001F,Hyperturner Childrens Books,Collin Turner Group,757,19412,6.99,5.71,Paperback,25/06/2009
Boy in the Striped Pyjamas; The,Boyne; John,10584,YT014F,Black Squirrel,Fletchers Green Group,451,23238,6.99,4.83,Hardback,11/09/2008
Boy in the Striped Pyjamas; The,Boyne; John,10636,YT014F,David Banks Books,Fletchers Green Group,575,21719,6.99,5.77,Paperback,29/04/2010
Boy with the Biggest Head in the World; The Big Nate,Peirce; Lincoln,11293,CN001F,Hyperturner Childrens Books,Collin Turner Group,2167,10349,5.99,4.9,Paperback,01/04/2010
Boys Don't Cry,Blackman; Malorie,10988,YT014F,Knine Childrens,Transformation Group,1377,13809,6.99,5.84,Paperback,28/04/2011
Brass Verdict; The,Connelly; Michael,11942,CE003F,Constellation,Shallot Group,3756,6868,7.99,5.74,Paperback,11/06/2009
Brave New World,Huxley; Aldous,10786,SN010F,Antique Classics,Fletchers Green Group,919,17720,8.99,7.23,Paperback,06/12/2007
Brave; The,Evans; Nicholas,10651,GL002F,Ellipses,Large Red Book Company,610,21136,7.99,5.1,Paperback,23/06/2011
Breakfast at Darcys,McNamara; Ali,10808,GL002F,Ellipses,Large Red Book Company,962,17335,6.99,3.82,Paperback,24/11/2011
Breakfast at Tiffany's WITH House of Flowers,Capote; Truman,11545,GL002F,Emu Books,Emu Group,2799,8654,8.99,7.67,Paperback,27/04/2000
Breakfast in Bed,Moran; Eleanor,11438,GL002F,Ellipses,Large Red Book Company,2549,9312,6.99,4.25,Paperback,21/07/2011
Breaking Dawn,Meyer; Stephenie,10066,YT014F,Proton,Large Red Book Company,889,17989,7.99,5.36,Paperback,29/05/2010
Breaking the Silence Mia,Chamberlain; Diane,10369,GL002F,Mia Books,Harley Quin (UK) Ltd Group,588,21475,7.99,4.75,Paperback,17/12/2010
Brick Lane,Ali; Monica,12247,GL002F,Read Duck,Transformation Group,4509,5903,7.99,6.76,Paperback,01/05/2004
Bride for Real Jacquard & Babbage Modern,Graham; Lynne,11722,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,3221,7816,3.3,3.06,Paperback,15/07/2011
Brideshead Revisited,Waugh; Evelyn,12284,GL002F,Emu Books,Emu Group,4596,5829,9.99,8.58,Paperback,30/03/2000
Bridesmaid Pact; The,Williams; Julia,11899,GL002F,Shire,Collin Turner Group,3639,7059,6.99,1.92,Paperback,27/05/2010
Bridesmaids,Costello; Jane,11415,GL002F,Rockit Books,Gary & Balding Group,2495,9430,7.99,5.54,Paperback,06/05/2008
Brigands M C CHERUB,Muchamore; Robert,10860,YT014F,Sinclair Childrens Books,Sinclair Books,1080,16053,6.99,5.64,Paperback,10/10/2009
Bright Stanley,Buckingham; Matt,12298,PS008F,Large Tiger Press,Large Tiger P Group,4623,5793,5.99,3.93,Paperback,06/03/2006
Brightest Star in the Sky; The,Keyes; Marian,10009,GL002F,Emu Books,Emu Group,375,24492,7.99,4.99,Paperback,04/02/2011
Brighton Rock,Greene; Graham,10782,CE003F,Antique Classics,Fletchers Green Group,906,17901,7.99,5.84,Paperback,06/01/2011
Brighton Rock,Greene; Graham,11155,CE003F,Antique Classics,Fletchers Green Group,1802,11828,7.99,6.63,Paperback,07/10/2004
Brilliant World of Tom Gates; The Tom Gates,Pichon; Liz,10796,CN001F,Solar,Solar Group Ltd,939,17529,6.99,5.78,Paperback,04/04/2011
Brisingr Book Three Inheritance Cycle,Paolini; Christopher,10634,YT014F,Knine Childrens,Transformation Group,570,21771,7.99,5.91,Paperback,27/08/2009
Broken,Slaughter; Karin,10030,GL002F,Quiver Books,Fletchers Green Group,11,32100,6.99,4.27,Paperback,23/06/2011
Broken Home,Kray; Roberta,10437,CE003F,Ellipses,Large Red Book Company,84,30175,6.99,4.25,Paperback,01/09/2011
Brooklyn,Toibin; Colm,11042,GL002F,Emu Books,Emu Group,1505,13066,7.99,6.76,Paperback,04/03/2010
Brute Force,McNab; Andy,11804,CE003F,Knine Books,Transformation Group,3399,7438,7.99,5.47,Paperback,24/09/2009
Burglar Bill,Ahlberg; Allan,11499,PS008F,Peacote Books,Emu Group,2687,8925,6.99,5.27,Paperback,30/09/1999
Burned House of Night,Cast; P C & Cast; Kristin,10967,YT014F,Proton,Large Red Book Company,1311,14256,6.99,5.52,Paperback,08/05/2010
Burning Soul; The,Connolly; John,11167,CE003F,Sinclair & White Ltd,Sinclair Books,1828,11619,17.99,11.29,Hardback,01/09/2011
Burning Wire; The,Deaver; Jeffery,10107,CE003F,Sinclair Paperback,Sinclair Books,2754,8792,7.99,4.85,Paperback,14/04/2011
Burning; The,Casey; Jane,12030,GL002F,Edmunds Press,Fletchers Green Group,3958,6580,6.99,4.73,Paperback,11/11/2010
Bury Your Dead,Penny; Louise,11388,CE003F,Ellipses,Large Red Book Company,2428,9572,7.99,4.76,Paperback,24/02/2011
Business; The,Cole; Martina,11025,CE003F,Deadline Publishing Group,Deadline Group,1473,13294,7.99,5.29,Paperback,21/02/2009
Buster's Zoo,Campbell; Rod,11561,PS008F,Millen Childrens Books,Panda Millen Group,2837,8574,5.99,4.12,Paperback,07/01/2011
Butterfly Lion; The,Morpurgo; Michael,10284,CN001F,Hyperturner Publishers,Collin Turner Group,343,25019,7.99,4.93,Hardback,07/05/1996
Cabal,Dibdin; Michael,11792,CE003F,Sabre and Sabre Crime,Sabre Group,3373,7474,7.99,6.06,Paperback,30/12/2010
Cage of Bones,Carver; Tania,10577,CE003F,Ellipses,Large Red Book Company,419,23739,6.99,3.96,Paperback,15/09/2011
California Dreamers,Jones; Belinda,11852,GL002F,Sinclair Paperback,Sinclair Books,3520,7238,6.99,4.76,Paperback,21/07/2011
Call to War The Chronicles of Avantia,Blade; Adam,11627,CN001F,Mistletow Books,Sinclair Books,2979,8249,5.99,4.78,Paperback,03/02/2011
Calling Romeo,Potter; Alexandra,10703,GL002F,Sinclair Paperback,Sinclair Books,746,19629,7.99,5.11,Paperback,01/01/2011
Camilla the Cupcake Fairy Story Book,Bugbird; T & Ede; Lara,11634,EG004F,True Ideas,True Ideas Group,2991,8221,6.99,4.09,Paperback,30/04/2011
Can You Keep a Secret?,Kinsella; Sophie,11242,GL002F,Read Duck,Transformation Group,2043,10818,7.99,6.31,Paperback,17/03/2003
Candyfloss,Wilson; Jacqueline,10372,CN001F,Knine Childrens,Transformation Group,4819,5174,5.99,4.41,Paperback,01/03/2007
Capital Crime; A,Wilson; Laura,12189,CE003F,Oak Publishing Plc,Oak Group,4351,6093,7.99,4.91,Paperback,03/03/2011
Captain Buckleboots on the Naughty Step,Sperring; Mark,11937,EG004F,Peacote Books,Emu Group,3749,6895,6.99,6.3,Hardback,03/02/2011
Captain Corelli's Mandolin,De Bernieres; Louis,12366,GL002F,Menrva,Fletchers Green Group,4795,5635,8.99,6.75,Paperback,01/06/1995
Captain Flinn and the Pirate Dinosaurs,Andreae; Giles,11994,PS008F,Peacote Books,Emu Group,3883,6708,6.99,5.54,Paperback,04/05/2006
Captain Flinn and the Pirate Dinosaurs Missing Treasure!,Andreae; Giles,11594,PS008F,Peacote Books,Emu Group,2914,8419,6.99,5.1,Paperback,05/06/2008
Captain Flinn and the Pirate Dinosaurs Smugglers Bay!,Andreae; Giles,11350,PS008F,Peacote Books,Emu Group,2335,9839,6.99,5.06,Paperback,02/09/2010
Cardturner; The,Sachar; Louis,11847,YT014F,Boe Publishing PLC,Boe Bells Group,3508,7254,6.99,6.02,Paperback,09/08/2011
Carpe Corpus The Morganville Vampires,Caine; Rachel,12347,YT014F,Bird & Bushby,Bird & Bushby Group,4741,5674,6.99,5.42,Paperback,12/10/2009
Carrie Diaries; The,Bushnell; Candace,11276,YT014F,Hyperturner Childrens Books,Collin Turner Group,2129,10506,6.99,5.35,Paperback,28/04/2011
Carrie's War,Bawden; Nina,11990,CN001F,Peacote Books,Emu Group,3871,6718,5.99,4.58,Paperback,31/01/1974
Carte Blanche The New James Bond Novel,Deaver; Jeffery,10289,CE003F,Sinclair & White Ltd,Sinclair Books,1296,14482,19.99,9.14,Hardback,19/02/2011
Carte Blanche The New James Bond Novel,Deaver; Jeffery,12167,CE003F,Sinclair & White Ltd,Sinclair Books,4313,6152,13.99,11.63,Paperback,26/05/2011
Cartoon Kid The Cartoon Kid,Strong; Jeremy,11622,CN001F,Peacote Books,Emu Group,2969,8299,5.99,4.59,Paperback,06/01/2011
Case Histories,Atkinson; Kate,10401,GL002F,Read Duck,Transformation Group,1676,12386,7.99,6.2,Paperback,01/06/2005
Caspian Gates; The,Sidebottom; Harry,10960,CE003F,Frank Jepson,Emu Group,1290,14493,14.99,9.13,Hardback,07/07/2011
Cat in the Hat Knows a Lot About That! Show Me the Honey; The,Rabe; Tish,11930,PS008F,Poultry Press,Transformation Group,3723,6921,3.99,3.28,Paperback,03/03/2011
Cat in the Hat; The Green Back Book,Dr Seuss,11053,PS008F,Collin,Collin Turner Group,1529,12977,4.99,3.82,Paperback,06/05/2003
Catch 22,Heller; Joseph,10570,GL002F,Antique Classics,Fletchers Green Group,400,24076,7.99,5.35,Paperback,23/06/2011
Catch 22,Heller; Joseph,11189,CE003F,Antique,Fletchers Green Group,1883,11321,7.99,6.23,Paperback,06/10/1994
Catcher in the Rye; The,Salinger; J D,10407,GL002F,Emu Books,Emu Group,380,24425,8.99,6.95,Paperback,04/03/2010
Catcher in the Rye; The,Salinger; J D,12104,GL002F,Emu Books,Emu Group,4156,6310,8.99,6.81,Hardback,04/08/1994
Catching Fire Hunger Games Trilogy,Collins; Suzanne,10286,YT014F,Solar,Solar Group Ltd,210,26992,9.99,7.29,Hardback,04/07/2009
Caught,Coben; Harlan,10029,CE003F,Constellation,Shallot Group,3492,7307,7.99,4.79,Paperback,01/02/2011
Cave Baby,Donaldson; Julia,10441,PS008F,Millen Childrens Books,Panda Millen Group,90,30079,6.99,5.26,Paperback,06/05/2011
Chances,North; Freya,10148,GL002F,Brooklyn,Collin Turner Group,1542,12934,7.99,4.9,Paperback,31/03/2011
Change of Heart,Picoult; Jodi,11769,GL002F,Sinclair Paperback,Sinclair Books,3323,7608,7.99,5.95,Paperback,22/11/2008
Changing Grooms,Wagstaff; Sasha,11490,GL002F,Deadline Review,Deadline Group,2668,8991,6.99,2.1,Paperback,02/04/2009
Charlie and the Chocolate Factory My Roald Dahl,Dahl; Roald,10311,CN001F,Peacote Books,Emu Group,285,26006,8.99,7.05,Hardback,06/09/2007
Charlie and the Great Glass Elevator Puffin Modern Classics,Dahl; Roald,11016,CN001F,Peacote Books,Emu Group,1439,13377,6.99,5.79,Paperback,21/07/2007
Charlie Cook's Favourite Book,Donaldson; Julia,10265,PS008F,Millen Childrens Books,Panda Millen Group,1431,13406,6.99,4.69,Paperback,01/09/2006
Charlotte's Web,White; E B,11970,CN001F,Peacote Books,Emu Group,3821,6781,6.99,4.82,Paperback,25/09/2003
Charming Quirks of Others,McCall Smith; Alexander,11008,GL002F,Abacube,Large Red Book Company,1422,13451,7.99,6.42,Paperback,04/08/2011
Chasing Evil The Chronicles of Avantia,Blade; Adam,12343,CN001F,Mistletow Books,Sinclair Books,4736,5690,5.99,4.79,Paperback,07/10/2010
Chasing Fire,Roberts; Nora,11360,GL002F,Plato Books,Large Red Book Company,2364,9799,13.99,10.46,Paperback,29/01/2011
Checkmate,Blackman; Malorie,11474,YT014F,Knine Childrens,Transformation Group,2631,9089,6.99,5.95,Paperback,07/09/2006
Cherry Crush Chocolate Box Girls,Cassidy; Cathy,11198,CN001F,Peacote Books,Emu Group,1911,11254,6.99,5.46,Paperback,02/06/2011
Cherry Crush Chocolate Box Girls,Cassidy; Cathy,12133,CN001F,Peacote Books,Emu Group,4244,6221,10.99,8.35,Hardback,02/09/2010
Child 44,Smith; Tom Rob,11901,CE003F,Gary & Balding Ltd,Gary & Balding Group,3654,7035,7.99,6.31,Paperback,28/04/2011
Child 44,Smith; Tom Rob,12237,CE003F,Rockit Books,Gary & Balding Group,4486,5926,7.99,5.99,Hardback,19/02/2009
Child Left Behind; The,Bennett; Anne,12142,RE009F,Brooklyn,Collin Turner Group,4268,6203,6.99,5.01,Paperback,21/01/2010
Children's Book; The,Byatt; A S,11096,GL002F,Antique,Fletchers Green Group,1648,12439,7.99,6.69,Paperback,07/01/2010
Chitty Chitty Bang Bang Flies Again,Cottrell Boyce; Frank,11468,CN001F,Millen Childrens Books,Panda Millen Group,2609,9112,10.99,7.16,Hardback,07/10/2011
Chocolate Run; The AND The Cupid Effect,Koomson; Dorothy,11603,GL002F,Ellipses,Large Red Book Company,2936,8380,7.99,2.1,Paperback,06/05/2010
Chocolate Wishes,Ashley; Trisha,10925,GL002F,Shire,Collin Turner Group,1222,15028,6.99,3.45,Paperback,04/03/2010
Choice; The,Lewis; Susan,11405,GL002F,Quiver Books,Fletchers Green Group,2471,9515,6.99,5.57,Paperback,02/09/2010
Choo Choo Clickety Clack On the Go,Mayo; Margaret,11919,PS008F,Mistletow Books,Sinclair Books,3697,6945,5.99,4.89,Paperback,01/11/2004
Chosen House of Night,Cast; P C & Cast; Kristin,11649,YT014F,Proton,Large Red Book Company,3027,8144,6.99,5.22,Paperback,07/03/2009
Chosen to Die,Jackson; Lisa,11241,CE003F,Sinclair Paperback,Sinclair Books,2039,10821,6.99,4.44,Paperback,03/03/2011
Christmas at Cold Comfort Farm,Gibbons; Stella,11043,SY011F,Antique Classics,Fletchers Green Group,1506,13062,5.99,3.9,Paperback,10/11/2011
Christmas at Cold Comfort Farm,Gibbons; Stella,12051,SY011F,Antique Classics,Fletchers Green Group,4018,6517,7.99,6.14,Hardback,06/04/2009
Christmas at Tiffany's,Swan; Karen,10374,GL002F,Panda Books,Panda Millen Group,815,18833,6.99,4.29,Paperback,18/11/2011
Christmas Bear; The,Whybrow; Ian,11745,PS008F,Millen Childrens Books,Panda Millen Group,3272,7697,7.99,5.24,Paperback,07/10/2005
Christmas Carol; A Sparkly Mr Men Stories,Hargreaves; Roger,11750,PS008F,Ravenglass Books,Egburt Books Group,3279,7674,2.99,2.35,Paperback,25/07/2008
Christmas Magic,Kelly; Cathy,10856,SY011F,Hyperturner Publishers,Collin Turner Group,1065,16130,12.99,6.28,Hardback,10/11/2011
Christmas Wishes,Flynn; Katie,10186,GL002F,Quiver Books,Fletchers Green Group,3939,6632,6.99,4.03,Paperback,10/11/2011
Cinderella Sister,Court; Dilly,10202,RE009F,Quiver Books,Fletchers Green Group,299,25784,5.99,4.15,Paperback,29/09/2011
Cirque du Freak The Saga of Darren Shan,Shan; Darren,11828,CN001F,Collin,Collin Turner Group,3470,7346,5.99,5.05,Paperback,04/01/2000
City of Ashes Mortal Instruments,Clare; Cassandra,11888,YT014F,Seabrook Books Ltd,Seabrook Group,3609,7101,7.99,6.63,Paperback,07/07/2008
City of Bones Mortal Instruments,Clare; Cassandra,11479,YT014F,Seabrook Books Ltd,Seabrook Group,2644,9067,7.99,6.77,Paperback,02/07/2007
City of Fallen Angels Mortal Instruments,Clare; Cassandra,10616,YT014F,Seabrook Books Ltd,Seabrook Group,533,22245,9.99,7.63,Paperback,28/03/2011
City of Glass,Clare; Cassandra,11896,YT014F,Seabrook Books Ltd,Seabrook Group,3634,7066,7.99,6.52,Paperback,22/06/2009
Clarice Bean Spells Trouble,Child; Lauren,11928,CN001F,Mistletow Books,Sinclair Books,3718,6925,5.99,5.28,Paperback,05/05/2005
Clarice Bean; Don't Look Now,Child; Lauren,12078,CN001F,Mistletow Books,Sinclair Books,4083,6391,6.99,6.37,Paperback,01/09/2007
Clash of Kings; Song of Ice and Fire,Martin; George R R,10058,SN010F,Enterprise,Collin Turner Group,4728,5699,8.99,5.63,Hardback,04/10/1999
Clash of Kings; Song of Ice and Fire,Martin; George R R,10344,SN010F,HyperVoyager,Collin Turner Group,728,19938,8.99,6.16,Paperback,01/09/2011
Class A Bk2 CHERUB,Muchamore; Robert,10647,CN001F,Sinclair Childrens Books,Sinclair Books,593,21393,6.99,5.72,Paperback,14/10/2004
Claw the Giant Monkey Beast Quest,Blade; Adam,11463,CN001F,Mistletow Books,Sinclair Books,2601,9131,4.99,4.03,Paperback,08/05/2008
Clean Break,Wilson; Jacqueline,12061,CN001F,Knine Yearling Books,Transformation Group,4047,6465,5.99,5.26,Paperback,09/10/2008
Clean Kill,Coughlin; Jack,11971,CE003F,Panda Books,Panda Millen Group,3825,6776,6.99,4.47,Paperback,03/12/2010
Clockwork Angel Infernal Devices,Clare; Cassandra,11271,YT014F,Seabrook Books Ltd,Seabrook Group,2112,10602,7.99,6.76,Paperback,04/09/2010
Clockwork Orange; A,Burgess; Anthony,11410,GL002F,Emu Books,Emu Group,2481,9495,8.99,7.04,Paperback,24/02/2000
Cloud Atlas,Mitchell; David,10789,GL002F,Spectar,Sinclair Books,922,17663,8.99,6.82,Paperback,09/09/2004
Clouded Vision,Barclay; Linwood,10768,CE003F,Constellation,Shallot Group,873,18114,1.99,1.86,Paperback,13/11/2010
Club Dead A True Blood Novel,Harris; Charlaine,11616,SN010F,Gollileth,Shallot Group,2963,8314,7.99,5.65,Paperback,02/05/2009
Cobra; The,Forsyth; Frederick,10084,CE003F,Knine Books,Transformation Group,33,31670,7.99,5.29,Paperback,14/04/2011
Cockney Angel; The,Court; Dilly,12034,RE009F,Quiver Books,Fletchers Green Group,3972,6567,5.99,4.64,Paperback,24/09/2009
Cocktails for Three,Wickham; Madeleine,10587,GL002F,Read Duck,Transformation Group,455,23079,6.99,5.44,Paperback,19/08/2010
Cold Blood,La Plante; Lynda,11361,CE003F,Rockit Books,Gary & Balding Group,2366,9795,7.99,5.56,Paperback,01/10/2010
Cold Heart,La Plante; Lynda,10744,CE003F,Gary & Balding Ltd,Gary & Balding Group,829,18701,7.99,5.01,Paperback,01/11/2010
Cold Kill,White; Neil,10459,CE003F,Shire,Collin Turner Group,136,28814,6.99,4.33,Paperback,09/06/2011
Cold Shoulder,La Plante; Lynda,12173,CE003F,Rockit Books,Gary & Balding Group,4324,6139,7.99,5.71,Paperback,02/09/2010
Color Purple; The,Walker; Alice,11244,GL002F,Stella,Shallot Group,2048,10798,7.99,6.39,Paperback,05/08/2004
Colour of Magic; The Discworld Novel,Pratchett; Terry,11222,SN010F,Knine Books,Transformation Group,1969,11007,7.99,6.18,Paperback,18/01/1985
Come-back Girl; The,Price; Katie,10310,GL002F,Decade,Fletchers Green Group,160,28298,14.99,8.27,Hardback,21/07/2011
Comfort and Joy,Knight; India,10665,GL002F,Emu Books,Emu Group,651,20792,7.99,4.35,Paperback,10/11/2011
Commotion in the Ocean; The,Andreae; Giles,11421,PS008F,Mistletow Books,Sinclair Books,2505,9400,5.99,4.44,Paperback,13/05/1999
Complaints; The,Rankin; Ian,10535,CE003F,Constellation,Shallot Group,315,25542,7.99,6.07,Paperback,05/08/2010
Complete Stories of Sherlock Holmes; The Cloud Library Collection,Doyle; Sir Arthur Conan,11740,CE003F,Cloud Editions,Cloud Group,3262,7728,11.99,8.95,Hardback,05/03/2008
Complicit,French; Nicci,10422,CE003F,Emu Books,Emu Group,51,31354,6.99,4.93,Paperback,17/03/2011
Confession; The,Grisham; John,10006,GL002F,Quiver Books,Fletchers Green Group,916,17784,7.99,5.03,Paperback,26/02/2011
